Chromosome,Pos,Region,Mdiff,Q-value,Gene ID,Gene symbol,Gene name
NC_027303.1,1966712,Intron,25.63,2.8E-10,106602234,LOC106602234,E3 ubiquitin-protein ligase DTX4-like
NC_027315.1,78564294,Flanks,-33.72,2.8E-10,106574803,trafficking kinesin-binding protein 2-like,trafficking kinesin-binding protein 2-like
NC_027314.1,43402135,P5K,30.15,2.8E-10,106571653,rad51b,RAD51 paralog B
NC_027318.1,30000032,P5K,38.96,2.8E-10,106578693,LOC106578693,charged multivesicular body protein 5-like
NC_027305.1,66940897,P5K,36.06,2.8E-10,106608008,zbtb2,zinc finger and BTB domain containing 2
NC_027310.1,21556928,Intron,25.42,2.8E-10,106562248,LOC106562248,furin-1-like
NC_027309.1,65896866,Intron,29.8,2.9E-10,100316863,"protein disulfide isomerase family A, member 3","protein disulfide isomerase family A, member 3"
NC_027314.1,75502961,Flanks,-26.72,2.9E-10,100380337,csde1,"cold shock domain containing E1, RNA-binding"
NC_027300.1,29920724,Flanks,-47.46,2.9E-10,106600881,LOC106600881,uncharacterized protein K02A2.6-like
NC_027302.1,51826506,P5K,-29.55,2.9E-10,106600748,LOC106600748,zinc finger and SCAN domain-containing protein 22-like
NC_027306.1,17447484,Flanks,27.47,2.9E-10,106608771,LOC106608771,cornifelin homolog B-like
NC_027319.1,77573764,Exon,28.42,2.9E-10,106581457,LOC106581457,acetyl-coenzyme A transporter 1-like
NC_027308.1,79026652,Exon,41.18,2.9E-10,106612130,teneurin-2-like,teneurin-2-like
NC_027309.1,96800156,Intron,28.75,2.9E-10,106561385,LOC106561385,tetraspanin-9-like
NC_027326.1,19153015,Intron,30.89,2.9E-10,106588628,LOC106588628,receptor-type tyrosine-protein phosphatase U-like
NC_027307.1,8915920,Intron,43.85,2.9E-10,106610067,LOC106610067,uncharacterized LOC106610067
NC_027308.1,91710619,Intron,32.56,2.9E-10,106612341,MAX dimerization protein 3,MAX dimerization protein 3
NC_027312.1,49564256,Exon,32.93,3.0E-10,106567420,LOC106567420,ankyrin repeat and KH domain-containing protein 1-like
NC_027315.1,4048470,Exon,36.11,3.0E-10,106573075,LOC106573075,potassium voltage-gated channel subfamily A member 1-like
NC_027303.1,28396391,Intron,-27.16,3.0E-10,106602867,LOC106602867,protein spinster homolog 2
NC_027314.1,85127819,Intron,27.22,3.0E-10,106572548,LOC106572548,"membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3-like"
NC_027313.1,60301511,Flanks,29.93,3.0E-10,106569919,LOC106569919,uncharacterized LOC106569919
NC_027306.1,24849932,Flanks,-29.46,3.0E-10,106608988,LOC106608988,sialoadhesin-like
NC_027304.1,22489281,Intron,-28.66,3.0E-10,106604450,LOC106604450,tenomodulin-like
NC_027301.1,24308402,Exon,-43.14,3.0E-10,106580647,LOC106580647,ubiquilin-4-like
NC_027310.1,85804484,P5K,34.24,3.0E-10,106563819,LOC106563819,relaxin receptor 2-like
NC_027321.1,17038713,Flanks,30.38,3.0E-10,106582915,LOC106582915,bone morphogenetic protein 7-like
NC_027314.1,49739800,Intron,51.3,3.0E-10,106571769,LOC106571769,major facilitator superfamily domain-containing protein 2B-like
NC_027312.1,57955082,Flanks,-25.29,3.0E-10,106567614,LOC106567614,ATP-sensitive inward rectifier potassium channel 1-like
NC_027309.1,64985545,Intron,-25.77,3.0E-10,106560750,LOC106560750,zinc finger protein 609-like
NC_027319.1,70486375,Exon,43.24,3.0E-10,106581351,ngef,neuronal guanine nucleotide exchange factor
NC_027326.1,19849369,Exon,36.89,3.0E-10,106588668,LOC106588668,nuclear receptor subfamily 1 group D member 2-like
NC_027321.1,31151782,Intron,-35.29,3.0E-10,106583172,atf1,activating transcription factor 1
NC_027308.1,136042538,P1K,25.04,3.0E-10,106613308,LOC106613308,immunoglobulin superfamily member 10-like
NC_027308.1,2910667,Intron,39.06,3.0E-10,106610601,LOC106610601,leucine-rich repeat and fibronectin type-III domain-containing protein 2-like
NC_027303.1,7584227,Flanks,33.73,3.0E-10,106602316,LOC106602316,"protein phosphatase 1K, mitochondrial-like"
NC_027310.1,5206807,Intron,30.7,3.0E-10,106561901,low-density lipoprotein receptor-related protein 4-like,low-density lipoprotein receptor-related protein 4-like
NC_027311.1,57120681,Intron,26.14,3.1E-10,100217348,gnai2,"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2"
NC_027314.1,36776810,Intron,41.36,3.1E-10,106571456,LOC106571456,patched domain-containing protein 1
NC_027303.1,46116246,Flanks,-25.0,3.1E-10,100195336,prps1,Ribose-phosphate pyrophosphokinase 1
NC_027313.1,58337154,Intron,-27.96,3.1E-10,100195261,Gamma-enolase,Gamma-enolase
NC_027312.1,21794981,Flanks,-42.72,3.1E-10,106566696,LOC106566696,actin-related protein 5-like
NC_027305.1,68469808,Intron,42.19,3.1E-10,106608041,LOC106608041,opsin-5-like
NC_027314.1,86933053,Intron,-38.0,3.1E-10,106572632,LOC106572632,teashirt homolog 2-like
NC_027309.1,47183358,Exon,-27.1,3.1E-10,106560561,"hemicentin-1-like, transcript variant X2",hemicentin-1-like
NC_027320.1,13020346,Flanks,-25.62,3.1E-10,106581833,LOC106581833,protein FEV
NC_027313.1,10513909,Intron,33.33,3.1E-10,106568759,LOC106568759,UDP-N-acetylglucosamine transporter-like
NC_027325.1,32035500,Flanks,37.65,3.1E-10,106587628,LOC106587628,"guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1-like"
NC_027321.1,16500485,Flanks,-48.72,3.1E-10,100195745,kcnkf,Potassium channel subfamily K member 15
NC_027309.1,27965003,Exon,47.5,3.1E-10,106613954,LOC106613954,leucine-rich repeat-containing protein 52-like
NC_027308.1,128327560,Intron,-29.87,3.1E-10,106613191,LOC106613191,roundabout homolog 2-like
NC_027308.1,42833475,Intron,-39.4,3.1E-10,106611371,LOC106611371,neurexin-3-like
NC_027313.1,1558383,Intron,-25.76,3.2E-10,106568627,lrrc6,leucine rich repeat containing 6
NC_027313.1,1558394,Intron,-25.76,3.2E-10,106568627,lrrc6,leucine rich repeat containing 6
NC_027324.1,33527448,Exon,26.09,3.2E-10,106586570,LOC106586570,gap junction alpha-8 protein-like
NC_027303.1,4004303,Intron,30.57,3.2E-10,106602199,sgcz,sarcoglycan zeta
NC_027308.1,20630403,Flanks,33.14,3.2E-10,106610834,LOC106610834,thrombospondin-1-like
NC_027313.1,89252557,Intron,-45.95,3.2E-10,106570720,LOC106570720,regulating synaptic membrane exocytosis protein 3-like
NC_027320.1,56175531,Flanks,39.99,3.2E-10,106582548,LOC106582548,frizzled-7-A-like
NC_027302.1,37188647,Intron,-30.27,3.2E-10,106600087,LOC106600087,rap guanine nucleotide exchange factor 4-like
NC_027314.1,23268830,Intron,25.9,3.2E-10,100136579,LOC100136579,apolipoprotein B-100
NC_027314.1,23268837,Intron,25.9,3.2E-10,100136579,LOC100136579,apolipoprotein B-100
NC_027302.1,30393772,Intron,30.0,3.2E-10,106599787,LOC106599787,kelch-like protein 14
NC_027313.1,46909325,Exon,-45.58,3.2E-10,106569760,LOC106569760,rho GTPase-activating protein 29-like
NC_027305.1,57590535,Exon,42.25,3.2E-10,106607782,LOC106607782,cardiac phospholamban-like
NC_027312.1,92461640,Exon,35.46,3.2E-10,106568314,LOC106568314,LIM/homeobox protein Lhx5-like
NC_027311.1,43391646,Intron,-35.06,3.2E-10,100195620,slc2a9,solute carrier family 2 member 9
NC_027312.1,270234,Intron,-31.59,3.2E-10,106566297,LOC106566297,translation initiation factor IF-2-like
NC_027313.1,55426039,Flanks,-30.64,3.2E-10,106570048,LOC106570048,actin-binding Rho-activating protein-like
NC_027324.1,29585332,Intron,25.0,3.2E-10,106586545,LOC106586545,high-affinity choline transporter 1-like
NC_027300.1,127044483,Intron,-32.5,3.2E-10,106565912,LOC106565912,astrotactin-2-like
NC_027305.1,53934991,Intron,32.29,3.2E-10,106607720,epha7,EPH receptor A7
NC_027302.1,11169721,Flanks,45.67,3.2E-10,100286781,agouti-related peptide 2,agouti-related peptide 2
NC_027300.1,112006032,Intron,30.77,3.2E-10,106561873,LOC106561873,hippocampus abundant transcript 1 protein-like
NC_027311.1,57338428,Intron,-30.43,3.2E-10,106565565,LOC106565565,collagen alpha-1(VII) chain-like
NC_027314.1,71641477,Intron,25.15,3.3E-10,106572106,LOC106572106,collagen alpha-1(XX) chain-like
NC_027312.1,43330353,Intron,38.31,3.3E-10,106567287,"metabotropic glutamate receptor 4-like, transcript variant X1",metabotropic glutamate receptor 4-like
NC_027303.1,76639813,Intron,38.13,3.3E-10,106603951,LOC106603951,peripheral-type benzodiazepine receptor-associated protein 1-like
NC_027306.1,27875868,Intron,40.82,3.3E-10,106609060,LOC106609060,rho GTPase-activating protein 6-like
NC_027308.1,72803179,Intron,-26.3,3.3E-10,106611959,LOC106611959,AF4/FMR2 family member 2-like
NC_027311.1,43696175,P5K,27.63,3.3E-10,100380407,ical,Calpastatin
NC_027308.1,45596560,Flanks,27.73,3.3E-10,106611429,LOC106611429,glioma tumor suppressor candidate region gene 1 protein-like
NC_027308.1,113668733,Exon,25.17,3.3E-10,106612799,LOC106612799,mucin-22-like
NC_027312.1,98969196,Intron,-27.54,3.3E-10,106568487,sema4d,semaphorin 4D
NC_027326.1,33310527,Intron,-27.54,3.3E-10,106588992,LOC106588992,focal adhesion kinase 1-like
NC_027308.1,95312676,Intron,35.09,3.3E-10,106612413,LOC106612413,sodium/potassium-transporting ATPase subunit beta-3-like
NC_027312.1,65015597,Intron,-25.71,3.3E-10,106567655,LOC106567655,endothelial cell-selective adhesion molecule-like
NC_027300.1,50435130,Intron,-26.92,3.3E-10,106605322,LOC106605322,DNA nucleotidylexotransferase
NC_027302.1,18102277,Flanks,41.49,3.3E-10,106599529,LOC106599529,ephrin type-B receptor 1
NC_027315.1,3654901,P250,-36.24,3.3E-10,106573061,LOC106573061,CUGBP Elav-like family member 2
NW_012349707.1,6541,Intron,32.73,3.4E-10,106593229,tmem192,transmembrane protein 192
NW_012347446.1,9163,Intron,28.99,3.4E-10,106591951,MANSC domain-containing protein 1-like,MANSC domain-containing protein 1-like
NC_027303.1,21330792,Intron,-28.16,3.4E-10,106602757,ctnna2,catenin alpha 2
NC_027324.1,35262509,Exon,33.33,3.4E-10,106586664,LOC106586664,insulin receptor substrate 2-like
NC_027320.1,26911927,Exon,31.81,3.4E-10,106582137,LOC106582137,ankyrin repeat domain-containing protein 10-like
NC_027304.1,28759983,Intron,48.49,3.4E-10,106604622,LOC106604622,protocadherin Fat 4-like
NC_027323.1,11070191,Exon,34.52,3.4E-10,106585100,LOC106585100,histone acetyltransferase KAT6A-like
NC_027323.1,10353138,Flanks,31.3,3.4E-10,106585114,LOC106585114,calcium-activated potassium channel subunit alpha-1-like
NC_027300.1,38469093,Intron,-27.21,3.4E-10,106602463,LOC106602463,ras-related GTP-binding protein D-like
NW_012343375.1,5057,Flanks,36.21,3.4E-10,106591044,LOC106591044,sodium/hydrogen exchanger 7-like
NC_027313.1,11059901,Intron,-32.99,3.4E-10,106568787,LOC106568787,protein sidekick-2-like
NC_027305.1,50940814,P5K,27.17,3.4E-10,106607661,LOC106607661,grainyhead-like protein 1 homolog
NC_027305.1,50940830,P5K,27.17,3.4E-10,106607661,LOC106607661,grainyhead-like protein 1 homolog
NC_027305.1,50940842,P5K,27.17,3.4E-10,106607661,LOC106607661,grainyhead-like protein 1 homolog
NC_027305.1,50940863,P5K,27.17,3.4E-10,106607661,LOC106607661,grainyhead-like protein 1 homolog
NC_027300.1,6287692,Exon,31.59,3.4E-10,106606619,cssa01h8orf74,"chromosome ssa01 open reading frame, human C8orf74"
NC_027308.1,17120715,Exon,27.65,3.4E-10,106610813,LOC106610813,"L-threonine 3-dehydrogenase, mitochondrial-like"
NC_027319.1,65499178,Flanks,-31.96,3.4E-10,106581263,LOC106581263,"A-kinase anchor protein 1, mitochondrial-like"
NC_027325.1,22940919,Intron,-44.68,3.5E-10,106587382,LOC106587382,transcription factor 25-like
NC_027325.1,22940921,Intron,-44.68,3.5E-10,106587382,LOC106587382,transcription factor 25-like
NC_027324.1,15709043,Intron,43.75,3.5E-10,106586263,LOC106586263,"FERM, RhoGEF and pleckstrin domain-containing protein 1-like"
NC_027324.1,35260627,Exon,32.97,3.5E-10,106586664,LOC106586664,insulin receptor substrate 2-like
NC_027308.1,6192624,Exon,32.83,3.5E-10,106610629,"MAM domain-containing glycosylphosphatidylinositol anchor protein 2-like, transcript variant X2",MAM domain-containing glycosylphosphatidylinositol anchor protein 2-like
NC_027311.1,72301798,Exon,-30.88,3.5E-10,106565737,LOC106565737,forkhead box protein P1-B-like
NC_027304.1,63026695,Intron,28.36,3.5E-10,106605507,LOC106605507,cyclin-dependent kinase 14
NC_027309.1,61059661,Intron,32.38,3.5E-10,106560791,LOC106560791,leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1
NC_027308.1,107911060,Flanks,-25.71,3.5E-10,106612539,LOC106612539,A disintegrin and metalloproteinase with thrombospondin motifs 15-like
NC_027321.1,11724425,Flanks,25.03,3.5E-10,106582806,LOC106582806,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2-like"
NC_027303.1,33150165,Flanks,31.77,3.5E-10,100195525,Transmembrane protein 185-like,Transmembrane protein 185-like
NC_027308.1,72068246,Intron,-27.81,3.5E-10,106611984,LOC106611984,X-linked interleukin-1 receptor accessory protein-like 2
NC_027300.1,115656657,Exon,-41.94,3.5E-10,106562776,LOC106562776,potassium voltage-gated channel subfamily G member 4-like
NC_027328.1,10456059,Intron,-37.88,3.5E-10,106590111,LOC106590111,disks large-associated protein 1-like
NC_027315.1,60105685,Intron,25.16,3.5E-10,106574338,LOC106574338,neural cell adhesion molecule 2-like
NC_027320.1,13029630,P5K,35.32,3.6E-10,106581833,LOC106581833,protein FEV
NC_027313.1,57360178,Intron,31.18,3.6E-10,106570016,LOC106570016,microtubule-actin cross-linking factor 1-like
NC_027308.1,8939199,P5K,-54.7,3.6E-10,100195047,CAAX prenyl protease 1 homolog,CAAX prenyl protease 1 homolog
NC_027314.1,45198412,Intron,-29.17,3.6E-10,106571620,LOC106571620,C-C chemokine receptor type 6-like
NC_027322.1,9525472,Intron,25.61,3.6E-10,106584036,LOC106584036,leptin receptor-like
NC_027319.1,6892375,Intron,-37.41,3.6E-10,106580171,LOC106580171,"glutamate receptor ionotropic, delta-2-like"
NC_027318.1,62180987,Intron,38.03,3.6E-10,106579407,LOC106579407,uncharacterized LOC106579407
NC_027318.1,62180999,Intron,38.03,3.6E-10,106579407,LOC106579407,uncharacterized LOC106579407
NC_027316.1,45387251,Intron,26.99,3.6E-10,106576312,LOC106576312,protein phosphatase 1 regulatory subunit 12A-like
NC_027309.1,85026909,Flanks,36.89,3.6E-10,106561221,LOC106561221,uncharacterized LOC106561221
NC_027309.1,85026935,Flanks,36.89,3.6E-10,106561221,LOC106561221,uncharacterized LOC106561221
NW_012352915.1,6497,Exon,-49.98,3.6E-10,106594513,SH3 and multiple ankyrin repeat domains protein 1-like,SH3 and multiple ankyrin repeat domains protein 1-like
NC_027328.1,39002462,P5K,-32.58,3.6E-10,106590677,LOC106590677,deleted in autism protein 1 homolog
NC_027319.1,58108866,Intron,26.52,3.6E-10,106581191,LOC106581191,TNF receptor-associated factor 4-like
NC_027312.1,36870532,Intron,47.55,3.6E-10,106567114,LOC106567114,"nuclear factor of activated T-cells, cytoplasmic 2-like"
NC_027323.1,26366660,Flanks,-39.71,3.6E-10,106585423,LOC106585423,neurogenic locus notch homolog protein 1-like
NC_027300.1,27375598,Exon,47.54,3.6E-10,106598965,syt16,synaptotagmin 16
NC_027302.1,68890511,Exon,-26.04,3.6E-10,106601309,LOC106601309,transcription activator BRG1-like
NC_027300.1,52347814,Intron,-41.15,3.7E-10,106605150,LOC106605150,uncharacterized LOC106605150
NC_027304.1,16008173,Intron,28.87,3.7E-10,100195094,macd1,MACRO domain-containing protein 1
NC_027303.1,20949074,Intron,-32.99,3.7E-10,106602762,LOC106602762,alpha-1D adrenergic receptor-like
NC_027309.1,65915488,Exon,-36.63,3.7E-10,106561095,catsper2,cation channel sperm associated 2
NC_027318.1,49819057,Intron,49.02,3.7E-10,106579333,LOC106579333,dual specificity protein phosphatase 3-like
NC_027306.1,38623094,Intron,38.67,3.7E-10,106609301,LOC106609301,tetraspanin-12-like
NC_027312.1,39617993,Flanks,38.54,3.7E-10,106567331,LOC106567331,uncharacterized LOC106567331
NC_027314.1,42571181,P5K,33.81,3.7E-10,106571666,LOC106571666,gephyrin
NC_027317.1,50315044,Intron,36.92,3.7E-10,106577610,LOC106577610,peroxisome proliferator-activated receptor gamma coactivator 1-alpha-like
NC_027309.1,18562273,Flanks,34.05,3.7E-10,106613732,LOC106613732,MAU2 chromatid cohesion factor homolog
NC_027316.1,14908943,Exon,26.59,3.7E-10,106575389,LOC106575389,zinc finger protein 135-like
NC_027315.1,4048455,Exon,35.62,3.7E-10,106573075,LOC106573075,potassium voltage-gated channel subfamily A member 1-like
NC_027312.1,98946806,Intron,-30.12,3.8E-10,106568487,sema4d,semaphorin 4D
NC_027302.1,8849713,Flanks,-45.31,3.8E-10,106598075,LOC106598075,sialoadhesin-like
NC_027300.1,145436076,Intron,36.21,3.8E-10,106570564,wdr34,WD repeat domain 34
NC_027313.1,4333051,Exon,34.0,3.8E-10,106568649,LOC106568649,claudin-15-like
NC_027313.1,4333090,Exon,34.0,3.8E-10,106568649,LOC106568649,claudin-15-like
NC_027317.1,937924,Intron,25.0,3.8E-10,106576894,cdh23,cadherin related 23
NW_012350485.1,12366,P5K,35.71,3.8E-10,106593578,LOC106593578,dual specificity mitogen-activated protein kinase kinase 5-like
NC_027313.1,70128023,P5K,30.43,3.8E-10,106570313,LOC106570313,thrombospondin type-1 domain-containing protein 7A-like
NC_027313.1,79839508,Exon,-45.8,3.8E-10,100170847,homeobox protein HoxA2aa,homeobox protein HoxA2aa
NW_012347446.1,9132,Intron,28.76,3.8E-10,106591951,MANSC domain-containing protein 1-like,MANSC domain-containing protein 1-like
NC_027303.1,77694853,Flanks,32.93,3.8E-10,100136800,pitx1,paired like homeodomain 1
NC_027319.1,35530266,Intron,-39.73,3.8E-10,106580525,LOC106580525,netrin receptor UNC5D-like
NC_027301.1,34342624,P5K,40.04,3.8E-10,106584038,LOC106584038,F-box/LRR-repeat protein 4-like
NC_027309.1,27521360,Flanks,30.1,3.8E-10,106613930,LOC106613930,calcium-activated potassium channel subunit beta-2-like
NC_027322.1,29779335,Flanks,-34.45,3.8E-10,106584376,LOC106584376,metalloprotease TIKI2-like
NC_027321.1,13376674,Intron,-46.3,3.9E-10,100380675,LOC100380675,neural cell adhesion molecule L1-like protein
NC_027324.1,9328100,Intron,31.88,3.9E-10,106586125,LOC106586125,double-stranded RNA-specific editase 1-like
NW_012345062.1,21285,Exon,-35.29,3.9E-10,106591660,LOC106591660,gamma-aminobutyric acid receptor subunit beta-3-like
NC_027314.1,64332947,P5K,-29.23,3.9E-10,106572335,LOC106572335,DNA (cytosine-5)-methyltransferase 3B-like
NC_027300.1,34298568,Intron,30.62,3.9E-10,106600929,sptbn5,"spectrin beta, non-erythrocytic 5"
NC_027317.1,35703801,Exon,-42.64,3.9E-10,106577362,LOC106577362,germ cell-specific gene 1-like protein
NC_027325.1,42895185,Flanks,-26.97,3.9E-10,106587999,LOC106587999,transient receptor potential cation channel subfamily M member 1-like
NC_027311.1,59647649,Intron,-28.85,3.9E-10,106565661,LOC106565661,adenosylhomocysteinase 2-like
NC_027326.1,6387920,Flanks,49.29,3.9E-10,106588502,LOC106588502,angiopoietin-1-like
NC_027328.1,29916707,Intron,39.84,3.9E-10,106590565,LOC106590565,catenin delta-2-like
NC_027301.1,10273625,Intron,39.18,3.9E-10,100196751,tnr1a,Tumor necrosis factor receptor superfamily member 1A
NC_027309.1,109487877,P5K,35.59,4.0E-10,106561702,gpr22,G protein-coupled receptor 22
NC_027317.1,54461899,Intron,41.98,4.0E-10,106577712,signal-regulatory protein delta,signal regulatory protein delta
NC_027308.1,25467157,Intron,47.69,4.0E-10,106610918,LOC106610918,potassium voltage-gated channel subfamily H member 5-like
NC_027301.1,25954725,Exon,-32.08,4.0E-10,106582155,LOC106582155,collagen alpha-1(XXVIII) chain-like
NC_027300.1,48886381,Exon,-27.78,4.0E-10,106604599,LOC106604599,sorbin and SH3 domain-containing protein 1-like
NC_027315.1,69604346,Intron,34.83,4.0E-10,106574413,LOC106574413,E3 ubiquitin-protein ligase Midline-1-like
NC_027304.1,48191040,Intron,40.71,4.1E-10,106605061,plectin-like,plectin-like
NC_027308.1,30392312,Intron,-34.58,4.1E-10,106611164,ccdc88c,coiled-coil domain containing 88C
NC_027322.1,44434036,Exon,-33.33,4.1E-10,106584705,LOC106584705,transcription factor PU.1-like
NC_027313.1,12499800,Intron,28.24,4.1E-10,106568962,LOC106568962,occludin-like
NC_027322.1,6902919,Flanks,-48.08,4.1E-10,106584010,LOC106584010,microtubule-associated serine/threonine-protein kinase 2-like
NC_027315.1,37182905,Intron,31.58,4.1E-10,100380741,LOC100380741,protein kinase C-binding protein NELL2
NC_027317.1,14621053,Intron,-29.86,4.1E-10,106576950,LOC106576950,latent-transforming growth factor beta-binding protein 1-like
NC_027310.1,49728881,Flanks,-44.3,4.1E-10,106562908,LOC106562908,calcium/calmodulin-dependent protein kinase type II subunit beta-like
NC_027308.1,40068554,P1K,-36.13,4.1E-10,106611334,LOC106611334,"trifunctional enzyme subunit alpha, mitochondrial-like"
NC_027317.1,6189105,Intron,-35.25,4.1E-10,106576822,LOC106576822,heparan-alpha-glucosaminide N-acetyltransferase-like
NC_027322.1,16544920,Intron,31.33,4.1E-10,106584166,LOC106584166,ecotropic viral integration site 5 protein homolog
NC_027309.1,17410611,Intron,-39.32,4.2E-10,106613711,LOC106613711,ceramide synthase 2-like
NC_027314.1,51908092,Intron,-29.17,4.2E-10,106571832,adgb,androglobin
NC_027312.1,58904315,Intron,30.25,4.2E-10,106567556,LOC106567556,transmembrane protein 132E-like
NC_027307.1,11777456,Exon,-30.2,4.2E-10,106610172,LOC106610172,N-acetylgalactosaminyltransferase 7-like
NC_027305.1,63245490,Flanks,35.19,4.2E-10,106607938,LOC106607938,nuclear receptor coactivator 7-like
NC_027312.1,15670334,Exon,-28.07,4.2E-10,106566585,zbtb46,zinc finger and BTB domain containing 46
NC_027317.1,53759806,P5K,26.89,4.2E-10,106577649,LOC106577649,cytochrome b5 domain-containing protein 1
NC_027310.1,55153749,Exon,-26.0,4.2E-10,106563014,LOC106563014,substance-P receptor-like
NC_027300.1,47530711,Flanks,-25.97,4.2E-10,106605272,LOC106605272,uncharacterized LOC106605272
NC_027328.1,11314031,Intron,-37.25,4.2E-10,106590128,plexin domain-containing protein 2-like,plexin domain-containing protein 2-like
NC_027317.1,20350748,P5K,44.54,4.2E-10,106577094,LOC106577094,G-protein coupled receptor 26-like
NC_027328.1,13490212,Intron,-36.67,4.2E-10,106590174,LOC106590174,anion exchange protein 2-like
NC_027301.1,38095351,Intron,-46.67,4.2E-10,106584872,LOC106584872,EGF-containing fibulin-like extracellular matrix protein 1
NC_027301.1,38095398,Intron,-46.67,4.2E-10,106584872,LOC106584872,EGF-containing fibulin-like extracellular matrix protein 1
NC_027300.1,10960489,Exon,30.5,4.2E-10,106562352,LOC106562352,lysine-specific histone demethylase 1A-like
NC_027308.1,117716534,Intron,49.15,4.2E-10,106612970,LOC106612970,CXADR-like membrane protein
NC_027317.1,22243175,Intron,-27.33,4.2E-10,106577144,LOC106577144,ankyrin-3-like
NC_027300.1,38653215,Intron,-28.46,4.2E-10,106601783,LOC106601783,gephyrin-like
NC_027311.1,45616196,Exon,-35.37,4.2E-10,106565137,LOC106565137,rab GDP dissociation inhibitor beta-like
NC_027324.1,9769431,Intron,-31.37,4.3E-10,106586127,LOC106586127,villin-1-like
NC_027323.1,23243075,Intron,-41.07,4.3E-10,106585519,LOC106585519,filamin-interacting protein FAM101A-like
NC_027309.1,62949523,Intron,32.91,4.3E-10,106560782,psma4,proteasome subunit alpha 4
NC_027319.1,58055836,Exon,-25.62,4.3E-10,106581192,LOC106581192,calfacilitin-like
NC_027319.1,30458933,Intron,37.5,4.3E-10,106580444,LOC106580444,calsenilin-like
NC_027311.1,76555880,Exon,31.25,4.3E-10,106565988,LOC106565988,semaphorin-3F-like
NC_027302.1,43585391,Exon,60.46,4.3E-10,106600579,LOC106600579,von Willebrand factor A domain-containing protein 5B1-like
NC_027307.1,7462047,Intron,-27.78,4.3E-10,106610000,LOC106610000,storkhead-box protein 2-like
NC_027325.1,496301,Flanks,27.4,4.3E-10,106587002,LOC106587002,regulator of G-protein signaling 3-like
NC_027312.1,15484440,Intron,26.13,4.3E-10,106566589,lime1,Lck interacting transmembrane adaptor 1
NC_027320.1,16054164,Flanks,-25.87,4.3E-10,106581781,LOC106581781,collagen alpha-1(XXVIII) chain-like
NC_027312.1,81975366,Intron,40.67,4.3E-10,106567770,LOC106567770,neuronal PAS domain-containing protein 2-like
NC_027308.1,127268810,Exon,-31.67,4.3E-10,106613160,LOC106613160,uncharacterized LOC106613160
NC_027319.1,53119870,Flanks,32.79,4.3E-10,106580942,LOC106580942,schwannomin-interacting protein 1
NC_027319.1,53119887,Flanks,32.79,4.3E-10,106580942,LOC106580942,schwannomin-interacting protein 1
NC_027310.1,78752832,Intron,48.56,4.4E-10,106563610,cssa11h3orf30,testis expressed 55
NC_027314.1,87330990,P5K,38.2,4.4E-10,106572645,LOC106572645,potassium voltage-gated channel subfamily G member 1-like
NC_027309.1,80045529,Intron,25.81,4.4E-10,106560831,LOC106560831,arachidonate 15-lipoxygenase B-like
NC_027308.1,103120328,Intron,29.91,4.4E-10,106612653,LOC106612653,rap1 GTPase-activating protein 2-like
NC_027326.1,8821055,P5K,-55.51,4.4E-10,106588443,LOC106588443,voltage-dependent calcium channel gamma-4 subunit-like
NC_027322.1,22934161,Intron,-29.87,4.4E-10,106584278,LOC106584278,peroxiredoxin-6-like
NC_027324.1,43907794,Flanks,25.89,4.4E-10,106586835,LOC106586835,protocadherin-8-like
NC_027312.1,29929673,Intron,-34.55,4.4E-10,106566949,LOC106566949,agrin-like
NC_027308.1,115526267,Intron,-36.36,4.4E-10,106613025,ncam1,neural cell adhesion molecule 1
NC_027315.1,22611889,Flanks,34.72,4.4E-10,106573405,LOC106573405,ribonuclease inhibitor-like
NC_027315.1,64406126,Flanks,25.86,4.4E-10,106574285,LOC106574285,"glutaminase kidney isoform, mitochondrial-like"
NC_027309.1,74005301,Intron,28.46,4.4E-10,106560972,LOC106560972,protein kinase C-binding protein NELL2-like
NC_027324.1,35265345,P5K,-37.79,4.4E-10,106586664,LOC106586664,insulin receptor substrate 2-like
NC_027309.1,97587568,Intron,29.49,4.4E-10,106561377,LOC106561377,"FYVE, RhoGEF and PH domain-containing protein 4-like"
NC_027314.1,66185278,Exon,25.19,4.4E-10,106572206,espin-like,espin-like
NC_027305.1,68493039,Intron,-28.4,4.5E-10,106608041,LOC106608041,opsin-5-like
NC_027301.1,70267754,Intron,26.04,4.5E-10,106594764,LOC106594764,zinc finger protein 658B-like
NC_027320.1,1503775,Intron,-33.67,4.5E-10,106581632,klf12,Kruppel like factor 12
NC_027311.1,39663080,Intron,28.94,4.5E-10,106565256,LOC106565256,probable peptidyl-tRNA hydrolase 2
NC_027305.1,31927327,Intron,-35.53,4.5E-10,106607220,LOC106607220,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C-like"
NC_027315.1,39710396,Flanks,-25.29,4.5E-10,106573547,LOC106573547,tropomyosin alpha-4 chain-like
NC_027308.1,107247775,Intron,47.17,4.5E-10,106612562,LOC106612562,MDS1 and EVI1 complex locus protein EVI1-like
