Chromosome,Pos,Region,Mdiff,Q-value,Gene ID,Gene symbol,Gene name
NC_027309.1,19970169,Exon,-35.71,1.0E-09,106613769,LOC106613769,unconventional myosin-Vb-like
NC_027314.1,53347774,Intron,35.32,1.0E-09,106571806,LOC106571806,wiskott-Aldrich syndrome protein family member 1-like
NC_027311.1,69652858,Intron,46.27,1.0E-09,106565798,LOC106565798,cadherin-4-like
NC_027313.1,67507238,Intron,53.25,1.0E-09,106570261,LOC106570261,receptor-type tyrosine-protein phosphatase U-like
NC_027309.1,70921600,Intron,-55.97,1.1E-09,106561014,LOC106561014,"troponin I, fast skeletal muscle-like"
NC_027305.1,58065905,Intron,39.94,1.1E-09,106607791,mllt4,"afadin, adherens junction formation factor"
NC_027309.1,72248105,Intron,-39.15,1.1E-09,100195293,fbln1,fibulin 1
NC_027321.1,22195009,Intron,-34.98,1.1E-09,106582990,LOC106582990,eukaryotic translation initiation factor 4 gamma 3-like
NC_027328.1,10439555,Intron,33.56,1.1E-09,106590111,LOC106590111,disks large-associated protein 1-like
NC_027326.1,5235464,Flanks,27.17,1.1E-09,106588242,LOC106588242,probable ATP-dependent RNA helicase ddx6
NC_027326.1,5235477,Flanks,27.17,1.1E-09,106588242,LOC106588242,probable ATP-dependent RNA helicase ddx6
NC_027300.1,142021363,Flanks,-26.67,1.1E-09,106569472,LOC106569472,KN motif and ankyrin repeat domain-containing protein 1-like
NC_027304.1,13563506,Intron,-25.0,1.1E-09,106604343,LOC106604343,tripartite motif-containing protein 16-like
NC_027309.1,83071618,Intron,52.32,1.1E-09,106561150,LOC106561150,nuclear receptor ROR-alpha
NC_027319.1,61251840,Intron,37.44,1.1E-09,106581126,LOC106581126,Down syndrome cell adhesion molecule-like
NC_027304.1,30609900,Exon,36.43,1.1E-09,106604679,LOC106604679,neuronal acetylcholine receptor subunit beta-2-like
NC_027318.1,21834359,Flanks,-28.07,1.1E-09,106578580,LOC106578580,uncharacterized LOC106578580
NC_027327.1,6975969,Intron,-27.88,1.1E-09,106589389,LOC106589389,renalase-like
NC_027305.1,46745651,Exon,29.5,1.1E-09,106607578,LOC106607578,tau-tubulin kinase 2-like
NC_027311.1,48271939,Intron,36.3,1.1E-09,106565328,LOC106565328,probable G-protein coupled receptor
NC_027317.1,45549584,P5K,-27.66,1.1E-09,106577509,LOC106577509,zinc finger protein 697-like
NC_027311.1,56107364,Intron,38.23,1.1E-09,106565583,srgap3,SLIT-ROBO Rho GTPase activating protein 3
NC_027319.1,61957923,Exon,35.5,1.1E-09,106581102,LOC106581102,CXADR-like membrane protein
NC_027301.1,50894016,Intron,-31.49,1.1E-09,106586478,LOC106586478,sodium/potassium/calcium exchanger 3-like
NC_027303.1,48611852,Flanks,31.29,1.1E-09,106603551,LOC106603551,ubiquitin carboxyl-terminal hydrolase 25-like
NC_027318.1,59623468,Intron,31.18,1.1E-09,106579088,LOC106579088,speckle-type POZ protein
NC_027320.1,29153457,Flanks,-29.52,1.1E-09,106582040,LOC106582040,ribulose-phosphate 3-epimerase-like
NC_027320.1,46646148,Exon,29.21,1.1E-09,106582411,LOC106582411,methyl-CpG-binding domain protein 5-like
NC_027314.1,88137550,Exon,-27.38,1.1E-09,100195521,gp182,G-protein coupled receptor 182
NC_027319.1,32192692,Intron,26.79,1.1E-09,106580465,LOC106580465,probable palmitoyltransferase ZDHHC8
NC_027300.1,128213628,Intron,-26.01,1.1E-09,106566947,LOC106566947,tyrosine-protein kinase ABL1-like
NC_027320.1,34851913,Flanks,57.16,1.1E-09,106582236,LOC106582236,interferon-induced guanylate-binding protein 1-like
NC_027314.1,48649776,P1K,47.88,1.1E-09,106571557,plcb4,phospholipase C beta 4
NC_027305.1,81741543,Exon,42.92,1.1E-09,106608274,LOC106608274,DNA helicase INO80-like
NC_027318.1,53297086,Intron,-30.67,1.1E-09,106579218,rhbdl1,rhomboid like 1
NC_027312.1,16226670,Exon,25.22,1.1E-09,106566673,LOC106566673,dystroglycan-like
NC_027312.1,36705606,Intron,26.44,1.1E-09,106567112,LOC106567112,proto-oncogene tyrosine-protein kinase Src-like
NC_027309.1,15205102,P5K,-29.26,1.1E-09,106613636,LOC106613636,microtubule-associated serine/threonine-protein kinase 3-like
NC_027316.1,47486284,Intron,30.88,1.1E-09,106576423,LOC106576423,muscarinic acetylcholine receptor M2-like
NC_027311.1,47301042,Intron,27.5,1.1E-09,106565096,LOC106565096,phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta-like
NC_027307.1,1537069,Exon,-36.04,1.1E-09,106609914,sorbin and SH3 domain-containing protein 2-like,sorbin and SH3 domain-containing protein 2-like
NC_027303.1,69580464,Exon,34.32,1.1E-09,106603829,LOC106603829,long-chain-fatty-acid--CoA ligase 6-like
NC_027310.1,76750705,Intron,29.08,1.1E-09,100194769,Transmembrane protein 47,Transmembrane protein 47
NC_027303.1,52010834,Intron,-29.07,1.1E-09,106603497,LOC106603497,protein FAM222B-like
NC_027322.1,14618081,Intron,42.52,1.1E-09,106584188,LOC106584188,BTB/POZ domain-containing protein KCTD1-like
NC_027320.1,4379485,Intron,38.77,1.1E-09,106581642,fgf14,fibroblast growth factor 14
NC_027318.1,57389628,Intron,38.04,1.1E-09,106579130,LOC106579130,"myosin light chain kinase, smooth muscle-like"
NC_027314.1,17957976,Intron,37.1,1.1E-09,106571079,LOC106571079,synapse differentiation-inducing gene protein 1-like
NC_027328.1,34282254,Intron,35.4,1.1E-09,106590637,LOC106590637,netrin-G1-like
NC_027309.1,13014134,Intron,31.4,1.1E-09,106613575,LOC106613575,ephrin-A2-like
NC_027319.1,40678608,Intron,-28.91,1.1E-09,106580625,LOC106580625,ATP-binding cassette sub-family A member 2-like
NC_027317.1,53334678,Intron,-41.54,1.1E-09,100195271,cenb1,Centaurin-beta-1
NC_027309.1,70034024,Flanks,-40.51,1.1E-09,106561028,LOC106561028,hyaluronidase-like
NC_027311.1,63529015,Intron,-48.14,1.1E-09,106565900,LOC106565900,immunoglobulin superfamily member 21-like
NC_027326.1,7890312,Exon,-50.68,1.1E-09,100194839,sfpq,splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)
NC_027312.1,68395740,Exon,-46.13,1.1E-09,106567687,LOC106567687,E3 ubiquitin-protein ligase TTC3-like
NC_027300.1,75078306,Flanks,39.89,1.1E-09,106609588,LOC106609588,UBA-like domain-containing protein 1
NC_027311.1,44760105,Intron,39.35,1.1E-09,106565163,LOC106565163,cysteine-rich with EGF-like domain protein 1
NC_027303.1,38997469,Flanks,-38.75,1.1E-09,106603209,LOC106603209,claudin-7-B-like
NC_027300.1,22825193,Intron,38.69,1.1E-09,106586563,LOC106586563,cysteine-rich motor neuron 1 protein-like
NC_027308.1,50252157,Intron,34.57,1.1E-09,106611507,LOC106611507,protein diaphanous homolog 2-like
NC_027300.1,52112046,Flanks,-33.8,1.1E-09,106605075,LOC106605075,serine racemase-like
NC_027327.1,25926162,Flanks,-30.12,1.1E-09,106589775,slit homolog 2 protein-like,slit homolog 2 protein-like
NC_027318.1,65939697,Intron,29.49,1.1E-09,106579432,LOC106579432,cadherin-23-like
NC_027326.1,32036535,Exon,29.49,1.1E-09,106588979,elp2,elongator acetyltransferase complex subunit 2
NC_027314.1,7890511,Intron,28.57,1.1E-09,106570941,kank1,KN motif and ankyrin repeat domains 1
NC_027313.1,72540543,Intron,44.62,1.1E-09,106570370,map7d1,MAP7 domain containing 1
NC_027304.1,30074111,P5K,-34.72,1.1E-09,106604650,LOC106604650,myeloid zinc finger 1-like
NC_027304.1,55588424,Exon,-28.06,1.2E-09,100136585,"transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)","transporter 1, ATP binding cassette subfamily B member"
NW_012352916.1,9682,Exon,26.03,1.2E-09,106594514,trinucleotide repeat-containing gene 6A protein-like,trinucleotide repeat-containing gene 6A protein-like
NC_027311.1,25421679,Intron,38.97,1.2E-09,106564882,LOC106564882,protein kinase C alpha type
NC_027302.1,27602198,Intron,-35.63,1.2E-09,106599680,LOC106599680,zinc finger protein 521-like
NC_027314.1,594051,Flanks,51.51,1.2E-09,106570811,LOC106570811,histone H2A.V
NC_027316.1,4829295,Intron,60.79,1.2E-09,106575088,LOC106575088,parathyroid hormone 2 receptor-like
NC_027322.1,31485367,Intron,48.81,1.2E-09,106584413,LOC106584413,SH2 domain-containing adapter protein F-like
NC_027305.1,77828899,Exon,37.56,1.2E-09,106608214,LOC106608214,MAGUK p55 subfamily member 5-A-like
NC_027322.1,38297777,Exon,-32.2,1.2E-09,106584574,fam19a5,TAFA chemokine like family member 5
NC_027321.1,6411357,Intron,30.11,1.2E-09,106582685,LOC106582685,copine-5-like
NC_027322.1,29495649,Intron,-27.27,1.2E-09,106584374,LOC106584374,long-chain-fatty-acid--CoA ligase ACSBG2-like
NC_027309.1,15564757,Flanks,26.32,1.2E-09,106613649,LOC106613649,DAZ-associated protein 1-like
NC_027317.1,70580667,Flanks,26.03,1.2E-09,106578241,slc25a11,solute carrier family 25 member 11
NC_027300.1,123247924,Exon,-25.8,1.2E-09,106565222,LOC106565222,serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform-like
NC_027315.1,6521994,Intron,-25.01,1.2E-09,106573107,LOC106573107,copine-8-like
NC_027311.1,70407082,Intron,-28.28,1.2E-09,106565789,LOC106565789,extracellular sulfatase Sulf-2-like
NC_027300.1,141685511,Intron,-32.52,1.2E-09,106569503,LOC106569503,electrogenic sodium bicarbonate cotransporter 1-like
NC_027300.1,109040469,Intron,27.46,1.2E-09,106561289,LOC106561289,alpha-adducin-like
NC_027310.1,45459387,Exon,37.09,1.2E-09,106562840,LOC106562840,phosphatidylinositol 4-phosphate 5-kinase-like protein 1
NC_027328.1,13801155,Intron,39.36,1.2E-09,106590182,kif9,kinesin family member 9
NC_027326.1,4969343,Flanks,-33.33,1.2E-09,106588237,LOC106588237,sodium channel subunit beta-1-like
NC_027317.1,14155303,Exon,-26.23,1.2E-09,106576941,LOC106576941,neuroblast differentiation-associated protein AHNAK-like
NC_027303.1,60403892,Intron,27.61,1.2E-09,106603662,LOC106603662,opioid-binding protein/cell adhesion molecule-like
NC_027314.1,66985736,Exon,-28.16,1.2E-09,106572195,plod1,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"
NC_027311.1,47945007,Intron,28.95,1.2E-09,106565323,LOC106565323,voltage-dependent calcium channel subunit alpha-2/delta-3-like
NC_027304.1,29922629,Intron,-28.95,1.2E-09,106604646,LOC106604646,transcription factor COE3-like
NC_027323.1,24483574,Intron,-33.77,1.2E-09,106585474,LOC106585474,homeobox protein cut-like 2
NC_027303.1,2713737,Exon,-41.71,1.2E-09,106602208,LOC106602208,E3 ubiquitin-protein ligase TRIM21-like
NC_027300.1,129406022,P5K,-53.65,1.2E-09,106566689,LOC106566689,MAM domain-containing protein 2-like
NC_027300.1,152030168,Flanks,-29.28,1.2E-09,100380343,mitogen-activated protein kinase associated protein 1,MAPK associated protein 1
NC_027307.1,22657374,Flanks,-26.53,1.2E-09,106610444,LOC106610444,C-type lectin domain family 4 member F-like
NC_027300.1,3213561,Flanks,-50.09,1.2E-09,106598189,plek2,pleckstrin 2
NC_027301.1,49170330,Exon,-29.91,1.2E-09,106586852,LOC106586852,VPS10 domain-containing receptor SorCS1-like
NC_027306.1,14094193,Intron,-29.03,1.2E-09,106608616,LOC106608616,peroxisome proliferator-activated receptor gamma coactivator 1-alpha-like
NC_027313.1,61993517,Flanks,29.8,1.2E-09,106569865,LOC106569865,zinc finger protein 516-like
NC_027313.1,52295436,Exon,-28.16,1.2E-09,106570106,LOC106570106,ephrin-A3-like
NC_027320.1,257181,Flanks,25.58,1.2E-09,106581622,LOC106581622,E3 ubiquitin-protein ligase MYCBP2-like
NC_027308.1,85064616,Flanks,30.0,1.2E-09,106612255,LOC106612255,SPARC-like
NC_027300.1,57548045,Flanks,-35.91,1.2E-09,106606783,LOC106606783,neurotrypsin-like
NC_027310.1,80172100,Intron,48.85,1.2E-09,106563662,LOC106563662,"pro-neuregulin-2, membrane-bound isoform-like"
NC_027327.1,5540439,Intron,50.02,1.2E-09,106589364,LOC106589364,"glutamate receptor ionotropic, delta-1-like"
NC_027308.1,61055292,Flanks,49.06,1.2E-09,106611679,LOC106611679,lysine-specific demethylase 2A-like
NC_027326.1,807901,Intron,-37.39,1.2E-09,106588171,LOC106588171,ephrin-A3-like
NC_027302.1,92452905,Exon,26.6,1.2E-09,100286512,dynactin 5 (p25),dynactin subunit 5
NC_027302.1,31053524,Intron,26.33,1.2E-09,106599824,LOC106599824,"arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3-like"
NC_027300.1,34498876,Intron,40.54,1.2E-09,106600894,prkd1,protein kinase D1
NC_027319.1,80763687,P1K,35.53,1.2E-09,106581532,"glutamate receptor ionotropic, kainate 2-like","glutamate receptor ionotropic, kainate 2-like"
NC_027304.1,40677411,Intron,-35.43,1.2E-09,106604937,LOC106604937,kelch-like protein 3
NC_027303.1,28688183,Flanks,-33.33,1.2E-09,100194816,dpagt1,dolichyl-phosphate N-acetylglucosaminephosphotransferase 1
NC_027325.1,20719168,Exon,25.17,1.2E-09,106587339,LOC106587339,E3 ubiquitin-protein ligase Arkadia-like
NC_027300.1,86283585,Intron,-26.36,1.3E-09,106611148,LOC106611148,neurexin-1a
NC_027300.1,142553071,Intron,26.75,1.3E-09,100380417,glucosamine (N-acetyl)-6-sulfatase,glucosamine (N-acetyl)-6-sulfatase
NC_027323.1,18415351,Intron,32.55,1.3E-09,106585622,LOC106585622,phosphatidylinositol transfer protein beta isoform-like
NC_027311.1,58667805,Exon,-31.34,1.3E-09,106565525,LOC106565525,uncharacterized LOC106565525
NC_027315.1,40647978,Flanks,40.34,1.3E-09,106573833,LOC106573833,sphingosine 1-phosphate receptor 4-like
NC_027318.1,24413534,Intron,41.1,1.3E-09,106578589,LOC106578589,E3 ubiquitin-protein ligase RNF152-like
NC_027311.1,45002235,Exon,-34.29,1.3E-09,106565155,LOC106565155,transketolase-like
NC_027315.1,28616106,Intron,-27.76,1.3E-09,106573795,LOC106573795,uncharacterized LOC106573795
NC_027309.1,43547013,Intron,-26.0,1.3E-09,106560503,atf6,activating transcription factor 6
NC_027322.1,37914652,Intron,25.27,1.3E-09,106584565,grm8,glutamate metabotropic receptor 8
NC_027302.1,58082829,P5K,31.13,1.3E-09,106600810,LOC106600810,perforin-1-like
NC_027304.1,33663831,Exon,-36.27,1.3E-09,106604742,LOC106604742,zinc finger protein ZIC 3-like
NC_027300.1,54585954,Flanks,36.21,1.3E-09,106605981,LOC106605981,visual system homeobox 1-like
NC_027302.1,41682348,Flanks,-29.79,1.3E-09,106600472,calcium and integrin-binding family member 3-like,calcium and integrin-binding family member 3-like
NC_027308.1,121837344,Intron,-28.89,1.3E-09,106613068,LOC106613068,uncharacterized LOC106613068
NC_027314.1,81755343,Flanks,26.72,1.3E-09,106572385,apex2,apurinic/apyrimidinic endodeoxyribonuclease 2
NC_027309.1,105880641,Intron,-25.98,1.3E-09,106561615,LOC106561615,SH3 and multiple ankyrin repeat domains protein 2-like
NC_027313.1,11090510,Intron,25.88,1.3E-09,106568787,LOC106568787,protein sidekick-2-like
NC_027321.1,10269178,Intron,25.32,1.3E-09,106582753,LOC106582753,guanine nucleotide-binding protein G(i) subunit alpha-2-like
NC_027326.1,1294608,P5K,-29.17,1.3E-09,106588181,LOC106588181,40S ribosomal protein S27-like
NC_027320.1,9539895,Intron,28.23,1.3E-09,106581664,LOC106581664,ly6/PLAUR domain-containing protein 1-like
NC_027311.1,14365916,Flanks,29.86,1.3E-09,106564516,LOC106564516,forkhead box protein D1-like
NC_027304.1,11736268,Exon,25.68,1.3E-09,106604307,LOC106604307,D(1) dopamine receptor-like
NC_027310.1,49401503,Intron,28.04,1.3E-09,106562900,LOC106562900,solute carrier family 12 member 2-like
NC_027308.1,99182437,Exon,-30.92,1.3E-09,100195080,lxn,latexin
NC_027309.1,30525689,Intron,-40.14,1.3E-09,106560257,LOC106560257,protein furry homolog-like
NC_027322.1,25417707,Intron,36.29,1.3E-09,106584306,LOC106584306,neuroligin-1-like
NC_027318.1,8877656,Intron,40.52,1.3E-09,106578389,"contactin-associated protein-like 2, transcript variant X2",contactin-associated protein-like 2
NC_027309.1,30525652,Intron,-40.14,1.3E-09,106560257,LOC106560257,protein furry homolog-like
NC_027308.1,92590068,Intron,32.16,1.3E-09,106612355,LOC106612355,collagen alpha-5(IV) chain-like
NC_027309.1,30525683,Intron,-40.14,1.3E-09,106560257,LOC106560257,protein furry homolog-like
NC_027305.1,79344474,Exon,-38.49,1.3E-09,106608237,LOC106608237,isthmin-2-like
NC_027309.1,94536313,Flanks,-34.43,1.3E-09,106561425,LOC106561425,early endosome antigen 1-like
NC_027310.1,56232878,Intron,-29.85,1.3E-09,106563063,LOC106563063,fibroblast growth factor receptor 1-A-like
NC_027301.1,8692724,Intron,31.75,1.3E-09,106575756,LOC106575756,intermediate filament family orphan 1-like
NC_027321.1,52761304,Intron,31.73,1.3E-09,100194955,asic1,acid sensing ion channel subunit 1
NC_027312.1,40399253,Intron,-30.44,1.3E-09,106567199,scrt2,scratch family transcriptional repressor 2
NC_027302.1,37446608,P5K,29.13,1.3E-09,106600054,LOC106600054,glutamate decarboxylase 1-like
NC_027308.1,82752922,Flanks,25.69,1.3E-09,106612193,LOC106612193,regulator of cell cycle RGCC-like
NC_027319.1,8962138,Intron,-47.04,1.3E-09,106580145,LOC106580145,multiple C2 and transmembrane domain-containing protein 1-like
NC_027300.1,53948944,Intron,32.8,1.3E-09,106605787,LOC106605787,protein quaking-like
NC_027314.1,39632844,Intron,-25.49,1.3E-09,106571712,LOC106571712,protein jagged-2-like
NC_027308.1,60704376,Flanks,27.1,1.3E-09,106611661,LOC106611661,zinc finger protein 583-like
NC_027304.1,54076997,Intron,-34.14,1.3E-09,106605230,LOC106605230,GRAM domain-containing protein 1A-like
NC_027305.1,63106685,Flanks,-30.79,1.3E-09,106607941,LOC106607941,protein SOGA3-like
NC_027317.1,55420057,Intron,-42.54,1.3E-09,106577697,LOC106577697,transmembrane protein 256-like
NC_027313.1,74481202,Intron,-47.32,1.3E-09,106570401,LOC106570401,focal adhesion kinase 1-like
NC_027300.1,51910009,Intron,-35.94,1.3E-09,106605019,LOC106605019,cysteine sulfinic acid decarboxylase-like
NC_027302.1,6315442,Intron,-30.26,1.3E-09,106597000,LOC106597000,phakinin-like
NC_027302.1,10517457,Flanks,53.96,1.3E-09,106599177,LOC106599177,complement factor H-like
NC_027300.1,71552797,Flanks,39.33,1.3E-09,106608550,LOC106608550,solute carrier family 22 member 7-like
NC_027312.1,57005028,Intron,-36.96,1.3E-09,106567546,LOC106567546,CXADR-like membrane protein
NC_027312.1,39828783,Flanks,-33.32,1.3E-09,106567166,LOC106567166,cysteine/serine-rich nuclear protein 2-like
NC_027306.1,52187920,P250,31.6,1.3E-09,106609700,LOC106609700,ras-related protein Rab-8B
NC_027322.1,32786145,Intron,-28.46,1.3E-09,106584443,LOC106584443,CUGBP Elav-like family member 5
NC_027312.1,56329935,Intron,26.14,1.3E-09,106567540,dlg2,discs large MAGUK scaffold protein 2
NC_027301.1,13680905,P5K,-26.14,1.3E-09,106577793,LOC106577793,kin of IRRE-like protein 3
NC_027315.1,64626584,Flanks,33.33,1.3E-09,106574277,LOC106574277,ankyrin repeat domain-containing protein SOWAHC-like
NC_027312.1,99971375,Intron,-28.42,1.3E-09,106568497,probable E3 ubiquitin-protein ligase HERC1,probable E3 ubiquitin-protein ligase HERC1
NC_027319.1,26379545,Intron,-37.14,1.3E-09,106580347,LOC106580347,smoothelin-like
NC_027315.1,61841960,Flanks,29.88,1.3E-09,106574316,LOC106574316,T-cell-specific surface glycoprotein CD28-like
NC_027308.1,12710524,Intron,39.06,1.4E-09,106610737,spata17,spermatogenesis associated 17
NC_027304.1,41348771,Intron,43.14,1.4E-09,106604955,LOC106604955,X-linked interleukin-1 receptor accessory protein-like 2
NC_027304.1,18622171,Flanks,40.88,1.4E-09,106604491,cops6,COP9 signalosome subunit 6
NC_027311.1,60015473,Flanks,43.58,1.4E-09,106565648,LOC106565648,transmembrane protein 88B-like
NC_027325.1,29503467,P5K,-33.33,1.4E-09,100196312,Membrane-spanning 4-domains subfamily A member 4A,Membrane-spanning 4-domains subfamily A member 4A
NC_027300.1,146753938,Exon,25.0,1.4E-09,106570879,LOC106570879,protein crumbs homolog 2-like
NC_027315.1,30488879,P5K,46.05,1.4E-09,106573735,fam65a,RHO family interacting cell polarization regulator 1
NC_027321.1,45726051,Intron,34.52,1.4E-09,106583586,LOC106583586,plexin-A1-like
NC_027305.1,23106061,Flanks,-27.61,1.4E-09,106606847,tmed1,transmembrane p24 trafficking protein 1
NC_027308.1,48249183,Exon,48.59,1.4E-09,106611489,zinc finger FYVE domain-containing protein 26-like,zinc finger FYVE domain-containing protein 26-like
NW_012364116.1,3085,Flanks,28.46,1.4E-09,100194974,Vacuolar proton pump subunit H,Vacuolar proton pump subunit H
NC_027300.1,80576060,Intron,-26.47,1.4E-09,106610511,LOC106610511,neurabin-2-like
NC_027302.1,27490666,Exon,28.0,1.4E-09,106599680,LOC106599680,zinc finger protein 521-like
NC_027300.1,86440471,Intron,-26.71,1.4E-09,106611148,LOC106611148,neurexin-1a
NC_027316.1,47883503,Intron,31.94,1.4E-09,106576412,LOC106576412,protein SCAF11-like
NC_027323.1,8255664,Flanks,43.32,1.4E-09,106585146,LOC106585146,patatin-like phospholipase domain-containing protein 7
NC_027312.1,41434451,Exon,-43.88,1.4E-09,106567247,LOC106567247,semaphorin-3F-like
NC_027314.1,83663822,Flanks,37.86,1.4E-09,106572515,LOC106572515,cysteine/serine-rich nuclear protein 2-like
NC_027314.1,85281557,Exon,35.75,1.4E-09,100380784,LOC100380784,basement membrane-specific heparan sulfate proteoglycan core protein
NC_027308.1,58491751,Flanks,-33.33,1.4E-09,106611621,LOC106611621,T-cell leukemia homeobox protein 1-like
NC_027301.1,42570322,Flanks,-32.86,1.4E-09,106585752,LOC106585752,nucleoplasmin-like protein ANO39
NC_027301.1,40877540,P5K,25.5,1.4E-09,100196185,s5a2,3-oxo-5-alpha-steroid 4-dehydrogenase 2
NC_027319.1,51491918,Intron,46.09,1.4E-09,106580920,MDS1 and EVI1 complex locus protein EVI1-like,MDS1 and EVI1 complex locus protein EVI1-like
NC_027304.1,32586121,Flanks,43.99,1.4E-09,106604722,LOC106604722,solute carrier family 25 member 43-like
NC_027302.1,10803048,Exon,31.91,1.4E-09,106598805,LOC106598805,ephrin type-B receptor 3-like
NC_027302.1,36405806,Exon,-30.77,1.4E-09,106600184,LOC106600184,protocadherin-8-like
NC_027301.1,47938383,Intron,-29.91,1.4E-09,106587157,LOC106587157,septin-9-like
NC_027311.1,22291882,Flanks,-28.84,1.4E-09,100194684,LOC100194684,myomesin-2
NC_027306.1,44104420,Intron,-25.42,1.4E-09,106609381,LOC106609381,liprin-alpha-4-like
NC_027324.1,3766255,Intron,-28.57,1.4E-09,100380858,LOC100380858,E3 ubiquitin-protein ligase MYCBP2
NC_027315.1,49044736,Flanks,-30.86,1.4E-09,106573996,LOC106573996,"oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial-like"
NC_027322.1,46315684,Intron,27.15,1.4E-09,106584800,EPS8-like 2,EPS8 like 2
NC_027300.1,65007146,Intron,-28.35,1.4E-09,106608780,LOC106608780,uncharacterized LOC106608780
NC_027300.1,95010912,Intron,42.37,1.4E-09,106612187,LOC106612187,caskin-2-like
NC_027317.1,55420081,Intron,-38.87,1.4E-09,106577697,LOC106577697,transmembrane protein 256-like
NC_027306.1,34146297,Intron,-34.45,1.4E-09,106609245,LOC106609245,forkhead box protein P2-like
NC_027321.1,4603371,Intron,27.94,1.4E-09,106582664,LOC106582664,kinesin heavy chain isoform 5A-like
NC_027318.1,7231162,Intron,26.02,1.4E-09,106578362,LOC106578362,"pro-neuregulin-3, membrane-bound isoform-like"
NC_027313.1,49343075,Intron,25.13,1.4E-09,106569811,LOC106569811,vasoactive intestinal polypeptide receptor-like
NC_027313.1,23346181,Intron,-49.14,1.4E-09,106569261,LOC106569261,E3 ubiquitin-protein ligase RNF220-like
NC_027311.1,79230164,P5K,-39.32,1.4E-09,106566026,LOC106566026,"troponin I, slow skeletal muscle-like"
NC_027321.1,41765408,Intron,30.69,1.4E-09,106583454,tmcc1,transmembrane and coiled-coil domain family 1
NC_027313.1,18655062,Intron,-30.17,1.4E-09,106568841,LOC106568841,partitioning defective 3 homolog
NC_027325.1,15281238,Exon,28.34,1.4E-09,106587265,LOC106587265,piezo-type mechanosensitive ion channel component 1-like
NC_027302.1,6594104,Intron,27.12,1.4E-09,106597366,LOC106597366,protein disulfide-isomerase TMX3-like
NC_027300.1,150361555,Exon,-27.0,1.4E-09,106571637,chd1,chromodomain helicase DNA binding protein 1
NC_027328.1,11513702,Intron,25.24,1.4E-09,106590129,malrd1,MAM and LDL receptor class A domain containing 1
NC_027313.1,22843885,Flanks,43.85,1.5E-09,106569085,LOC106569085,G-protein coupled receptor 54-like
NC_027321.1,1594749,Intron,30.31,1.5E-09,106582631,LOC106582631,receptor-type tyrosine-protein phosphatase T-like
NC_027317.1,8263103,Intron,-37.25,1.5E-09,106576780,LOC106576780,adhesion G protein-coupled receptor A3-like
NC_027326.1,33745290,Exon,32.73,1.5E-09,106588997,LOC106588997,CUB and sushi domain-containing protein 3-like
NC_027318.1,42187262,Intron,30.57,1.5E-09,106578894,LOC106578894,unconventional myosin-XVB-like
NC_027308.1,31223035,Intron,41.07,1.5E-09,106611173,LOC106611173,ral GTPase-activating protein subunit alpha-1-like
NC_027308.1,132353496,Flanks,36.36,1.5E-09,106613243,LOC106613243,uncharacterized LOC106613243
NC_027302.1,76588404,Intron,-25.26,1.5E-09,106601627,LOC106601627,B-cell receptor CD22-like
NC_027307.1,8590145,Intron,-25.48,1.5E-09,106610067,LOC106610067,uncharacterized LOC106610067
NC_027304.1,67878421,Flanks,35.61,1.5E-09,106605691,LOC106605691,apolipoprotein A-IV-like
NC_027312.1,60752578,Exon,28.12,1.5E-09,106567578,LOC106567578,adapter molecule crk-like
NC_027300.1,27583252,Intron,44.68,1.5E-09,106599078,LOC106599078,potassium voltage-gated channel subfamily H member 5-like
NC_027313.1,23779266,Intron,35.53,1.5E-09,106569256,LOC106569256,zinc finger SWIM domain-containing protein 5-like
NC_027310.1,42797486,Intron,-32.23,1.5E-09,106562777,unconventional myosin-IXa-like,unconventional myosin-IXa-like
NC_027316.1,5106376,Flanks,-30.91,1.5E-09,106575079,LOC106575079,B-cell CLL/lymphoma 9 protein-like
NC_027308.1,79026730,Exon,30.23,1.5E-09,106612130,teneurin-2-like,teneurin-2-like
NC_027308.1,71759196,Intron,30.11,1.5E-09,106611982,LOC106611982,myotilin-like
NC_027300.1,20518205,Intron,-32.26,1.5E-09,106579491,LOC106579491,runt-related transcription factor 3-like
NC_027321.1,28609337,Intron,27.91,1.5E-09,106583155,LOC106583155,uncharacterized protein C3orf20-like
NC_027315.1,32147086,Intron,-33.04,1.5E-09,106573703,LOC106573703,nuclear receptor coactivator 5-like
NC_027315.1,32767019,Intron,40.61,1.5E-09,106573702,LOC106573702,cadherin-13-like
NC_027312.1,95067462,Intron,41.64,1.5E-09,106568406,LOC106568406,superkiller viralicidic activity 2-like 2
NC_027314.1,91082424,Intron,33.28,1.5E-09,106572710,LOC106572710,histone lysine demethylase PHF8-like
NC_027312.1,26082776,Intron,30.12,1.5E-09,106566847,LOC106566847,AMP deaminase 1-like
NC_027300.1,51435965,Exon,-29.79,1.5E-09,106604960,cfap46,cilia and flagella associated protein 46
NC_027322.1,47523774,Exon,28.72,1.5E-09,106584826,SMAD family member 6,SMAD family member 6
